date,datetime,cash_type,card,money,coffee_name
2023-04-14,2023-04-14 18:38:19.649,card,ANON-0000-0000-0115,39.37,Velvet Cloud
2025-04-15,2025-04-15 11:45:24.619,card,ANON-0000-0000-0064,27.59,Midnight Roast
2025-04-15,2025-04-15 17:01:46.359,card,ANON-0000-0000-0003,28.79,Midnight Roast
2024-04-15,2024-04-15 17:02:49.748,card,ANON-0000-0000-0004,33.27,Special Brew 7
2024-04-15,2024-04-15 19:33:03.036,card,ANON-0000-0000-0009,33.01,Special Brew 3
2025-04-15,2025-04-15 19:41:58.112,cash,,26.88,Urban Kick
2024-04-16,2024-04-16 10:43:49.907,cash,,37.5,Special Brew 9
2025-04-16,2025-04-16 10:46:25.706,card,ANON-0000-0000-0116,36.22,Special Brew 9
2023-04-16,2023-04-16 12:40:47.675,card,ANON-0000-0000-0117,37.1,Special Brew 3
2023-04-16,2023-04-16 12:52:07.750,card,ANON-0000-0000-0064,26.93,Special Brew 1
2024-04-16,2024-04-16 15:03:16.889,card,ANON-0000-0000-0118,26.37,Midnight Roast
2023-04-16,2023-04-16 17:42:04.208,card,ANON-0000-0000-0024,35.55,Special Brew 9
2024-04-16,2024-04-16 17:43:22.960,card,ANON-0000-0000-0009,37.78,Velvet Cloud
2024-04-16,2024-04-16 18:09:05.273,card,ANON-0000-0000-0050,36.42,Special Brew 8
2024-04-17,2024-04-17 13:32:59.792,card,ANON-0000-0000-0012,26.14,Midnight Roast
2024-04-17,2024-04-17 13:44:00.181,card,ANON-0000-0000-0119,24.23,Urban Kick
2025-04-17,2025-04-17 16:13:24.310,cash,,37.78,Velvet Cloud
2023-04-17,2023-04-17 17:01:35.149,card,ANON-0000-0000-0120,40.4,Velvet Cloud
2025-04-17,2025-04-17 17:02:40.687,card,ANON-0000-0000-0120,39.8,Velvet Cloud
2025-04-17,2025-04-17 18:14:03.229,card,ANON-0000-0000-0121,28.22,Special Brew 8
2024-04-18,2024-04-18 11:19:01.693,card,ANON-0000-0000-0003,28.92,Midnight Roast
2023-04-18,2023-04-18 11:20:05.696,card,ANON-0000-0000-0003,27.4,Midnight Roast
2025-04-18,2025-04-18 13:49:12.720,card,ANON-0000-0000-0122,31.21,Special Brew 5
2024-04-18,2024-04-18 13:50:17.285,card,ANON-0000-0000-0122,27.88,Special Brew 10
2023-04-18,2023-04-18 14:34:19.818,card,ANON-0000-0000-0123,40.12,Velvet Cloud
2024-04-18,2024-04-18 14:35:49.354,card,ANON-0000-0000-0123,35.87,Caramel Dream
2024-04-18,2024-04-18 17:44:15.791,card,ANON-0000-0000-0069,38.51,Caramel Dream
2025-04-18,2025-04-18 18:21:05.945,card,ANON-0000-0000-0085,35.76,Velvet Cloud
2025-04-18,2025-04-18 19:39:51.193,card,ANON-0000-0000-0024,35.98,Choco Bliss
2023-04-18,2023-04-18 19:40:48.954,card,ANON-0000-0000-0009,37.16,Choco Bliss
2025-04-19,2025-04-19 10:10:36.254,card,ANON-0000-0000-0001,41.46,Caramel Dream
2024-04-19,2024-04-19 13:11:47.848,card,ANON-0000-0000-0040,33.75,Special Brew 4
2025-04-19,2025-04-19 13:13:20.876,card,ANON-0000-0000-0040,39.78,Velvet Cloud
2023-04-19,2023-04-19 13:58:54.064,card,ANON-0000-0000-0124,35.7,Choco Bliss
2023-04-19,2023-04-19 13:59:49.690,card,ANON-0000-0000-0124,40.03,Velvet Cloud
2025-04-19,2025-04-19 18:23:19.311,card,ANON-0000-0000-0024,36.14,Special Brew 6
2023-04-19,2023-04-19 18:25:33.440,card,ANON-0000-0000-0009,34.05,Special Brew 6
2023-04-20,2023-04-20 11:24:42.681,cash,,33.71,Special Brew 10
2024-04-20,2024-04-20 12:08:35.701,card,ANON-0000-0000-0125,33.14,Special Brew 3
2025-04-20,2025-04-20 12:09:42.664,card,ANON-0000-0000-0125,36.24,Special Brew 1
2023-04-20,2023-04-20 13:08:37.378,card,ANON-0000-0000-0118,28.97,Midnight Roast
2025-04-20,2025-04-20 13:09:47.905,card,ANON-0000-0000-0118,33.18,Special Brew 10
2025-04-20,2025-04-20 13:10:55.151,card,ANON-0000-0000-0118,40.18,Choco Bliss
2024-04-20,2024-04-20 14:44:18.118,card,ANON-0000-0000-0040,38.74,Velvet Cloud
2023-04-20,2023-04-20 15:11:00.330,card,ANON-0000-0000-0009,33.15,Special Brew 7
2025-04-20,2025-04-20 15:22:40.717,card,ANON-0000-0000-0012,32.59,Special Brew 10
2025-04-20,2025-04-20 15:49:25.148,card,ANON-0000-0000-0126,34.64,Special Brew 3
2023-04-20,2023-04-20 17:07:57.969,cash,,38.41,Special Brew 2
2023-04-20,2023-04-20 18:27:41.496,card,ANON-0000-0000-0127,40.72,Velvet Cloud
2023-04-20,2023-04-20 18:28:46.900,card,ANON-0000-0000-0127,38.93,Velvet Cloud
2024-04-20,2024-04-20 19:30:55.317,card,ANON-0000-0000-0128,36.59,Caramel Dream
2024-04-21,2024-04-21 11:16:45.707,card,ANON-0000-0000-0001,38.03,Caramel Dream
2024-04-21,2024-04-21 14:15:37.541,card,ANON-0000-0000-0099,27.24,Midnight Roast
2024-04-21,2024-04-21 17:09:03.199,cash,,39.51,Velvet Cloud
2025-04-22,2025-04-22 11:09:16.412,card,ANON-0000-0000-0012,27.63,Midnight Roast
2023-04-22,2023-04-22 11:29:27.099,card,ANON-0000-0000-0129,35.53,Special Brew 8
2024-04-22,2024-04-22 18:40:33.024,cash,,38.28,Caramel Dream
2025-04-22,2025-04-22 19:39:04.759,card,ANON-0000-0000-0009,38.29,Caramel Dream
2023-04-22,2023-04-22 20:02:29.165,cash,,37.79,Velvet Cloud
2025-04-23,2025-04-23 14:22:35.995,card,ANON-0000-0000-0025,38.9,Velvet Cloud
2025-04-23,2025-04-23 14:23:53.144,card,ANON-0000-0000-0024,30.99,Special Brew 7
2025-04-23,2025-04-23 14:24:57.515,card,ANON-0000-0000-0009,36.58,Velvet Cloud
2023-04-23,2023-04-23 19:42:27.765,card,ANON-0000-0000-0130,35.35,Special Brew 8
2025-04-23,2025-04-23 19:43:26.234,card,ANON-0000-0000-0130,33.43,Special Brew 1
2023-04-24,2023-04-24 10:19:38.346,card,ANON-0000-0000-0001,35.23,Caramel Dream
2024-04-24,2024-04-24 10:21:27.287,card,ANON-0000-0000-0131,32.43,Special Brew 4
2025-04-24,2025-04-24 11:23:46.102,card,ANON-0000-0000-0132,31.98,Special Brew 6
2023-04-24,2023-04-24 11:33:26.347,card,ANON-0000-0000-0133,34.0,Special Brew 5
2023-04-24,2023-04-24 12:39:09.298,card,ANON-0000-0000-0059,32.94,Special Brew 6
2024-04-24,2024-04-24 16:39:07.423,card,ANON-0000-0000-0009,32.96,Special Brew 8
2024-04-24,2024-04-24 19:39:49.983,card,ANON-0000-0000-0134,33.2,Special Brew 8
2024-04-24,2024-04-24 19:40:54.031,card,ANON-0000-0000-0134,39.39,Velvet Cloud
2023-04-25,2023-04-25 10:46:08.057,card,ANON-0000-0000-0135,26.47,Midnight Roast
2023-04-25,2023-04-25 15:18:26.971,card,ANON-0000-0000-0009,38.19,Caramel Dream
2023-04-25,2023-04-25 17:09:43.534,card,ANON-0000-0000-0012,25.51,Midnight Roast
2025-04-25,2025-04-25 17:10:49.153,card,ANON-0000-0000-0012,28.66,Midnight Roast
2025-04-26,2025-04-26 10:12:50.618,card,ANON-0000-0000-0001,36.46,Caramel Dream
2025-04-26,2025-04-26 12:01:30.580,card,ANON-0000-0000-0136,38.35,Caramel Dream
2025-04-26,2025-04-26 13:31:28.297,card,ANON-0000-0000-0137,39.76,Velvet Cloud
2023-04-26,2023-04-26 15:32:35.390,card,ANON-0000-0000-0012,25.17,Midnight Roast
2024-04-26,2024-04-26 15:33:33.132,card,ANON-0000-0000-0012,24.92,Midnight Roast
2023-04-26,2023-04-26 16:23:26.514,card,ANON-0000-0000-0138,30.91,Special Brew 6
2025-04-26,2025-04-26 16:24:33.800,card,ANON-0000-0000-0139,29.2,Midnight Roast
2024-04-26,2024-04-26 19:32:07.112,card,ANON-0000-0000-0009,37.19,Choco Bliss
2023-04-26,2023-04-26 19:33:30.220,card,ANON-0000-0000-0009,40.31,Special Brew 1
2023-04-27,2023-04-27 15:27:00.680,card,ANON-0000-0000-0009,37.56,Velvet Cloud
2023-04-28,2023-04-28 10:32:52.479,card,ANON-0000-0000-0001,36.59,Caramel Dream
2024-04-28,2024-04-28 12:30:09.749,card,ANON-0000-0000-0140,39.38,Velvet Cloud
2025-04-28,2025-04-28 18:27:08.230,card,ANON-0000-0000-0012,25.94,Midnight Roast
2025-04-28,2025-04-28 18:28:11.411,card,ANON-0000-0000-0012,26.95,Midnight Roast
2023-04-28,2023-04-28 18:29:02.374,card,ANON-0000-0000-0019,39.72,Caramel Dream
2024-04-29,2024-04-29 11:26:31.871,card,ANON-0000-0000-0141,29.95,Special Brew 7
2023-04-29,2023-04-29 13:27:56.949,card,ANON-0000-0000-0003,26.97,Midnight Roast
2024-04-29,2024-04-29 13:28:53.899,card,ANON-0000-0000-0003,27.86,Special Brew 4
2025-04-29,2025-04-29 13:53:35.730,card,ANON-0000-0000-0141,30.4,Special Brew 2
2023-04-29,2023-04-29 13:54:24.357,card,ANON-0000-0000-0141,35.75,Special Brew 6
2024-04-29,2024-04-29 18:37:48.406,card,ANON-0000-0000-0140,38.58,Velvet Cloud
2023-04-29,2023-04-29 19:12:33.194,card,ANON-0000-0000-0134,36.68,Velvet Cloud
2023-04-29,2023-04-29 19:13:37.878,card,ANON-0000-0000-0134,38.5,Velvet Cloud
2024-04-30,2024-04-30 10:16:41.493,card,ANON-0000-0000-0142,38.06,Caramel Dream
2025-04-30,2025-04-30 10:34:52.250,card,ANON-0000-0000-0142,33.88,Special Brew 9
2024-04-30,2024-04-30 10:35:47.617,card,ANON-0000-0000-0142,30.36,Special Brew 6
2023-04-30,2023-04-30 13:41:52.325,card,ANON-0000-0000-0142,25.32,Midnight Roast
2024-04-30,2024-04-30 13:42:59.977,card,ANON-0000-0000-0142,30.35,Special Brew 2
2025-04-30,2025-04-30 19:19:18.139,card,ANON-0000-0000-0142,37.84,Velvet Cloud
2025-04-30,2025-04-30 19:30:04.003,card,ANON-0000-0000-0142,31.59,Special Brew 4
2023-04-30,2023-04-30 19:31:20.952,card,ANON-0000-0000-0142,35.5,Caramel Dream
2023-05-02,2023-05-02 10:33:55.746,card,ANON-0000-0000-0143,26.36,Midnight Roast
2025-05-02,2025-05-02 11:29:57.080,cash,,41.88,Caramel Dream
2024-05-02,2024-05-02 13:49:39.898,card,ANON-0000-0000-0133,31.74,Special Brew 9
2025-05-02,2025-05-02 18:36:22.138,card,ANON-0000-0000-0144,37.53,Velvet Cloud
2025-05-02,2025-05-02 18:41:11.220,card,ANON-0000-0000-0024,30.15,Special Brew 1
2023-05-02,2023-05-02 19:18:33.084,card,ANON-0000-0000-0145,39.22,Caramel Dream
2023-05-02,2023-05-02 19:19:56.359,card,ANON-0000-0000-0145,37.34,Velvet Cloud
2024-05-03,2024-05-03 10:11:53.399,cash,,39.26,Caramel Dream
2024-05-03,2024-05-03 14:30:00.923,card,ANON-0000-0000-0146,40.55,Caramel Dream
2024-05-03,2024-05-03 17:03:24.905,card,ANON-0000-0000-0147,39.14,Caramel Dream
2023-05-06,2023-05-06 10:05:17.920,card,ANON-0000-0000-0148,27.92,Midnight Roast
2023-05-06,2023-05-06 10:06:51.625,card,ANON-0000-0000-0149,38.12,Velvet Cloud
2024-05-06,2024-05-06 10:08:05.863,card,ANON-0000-0000-0149,30.82,Special Brew 4
2023-05-06,2023-05-06 10:09:07.977,card,ANON-0000-0000-0150,27.25,Midnight Roast
2024-05-06,2024-05-06 10:39:12.641,card,ANON-0000-0000-0141,29.23,Special Brew 5
2025-05-06,2025-05-06 11:34:20.640,cash,,30.08,Midnight Roast
2025-05-06,2025-05-06 13:18:10.990,card,ANON-0000-0000-0148,28.64,Special Brew 8
2023-05-06,2023-05-06 13:19:00.811,card,ANON-0000-0000-0148,27.43,Midnight Roast
2023-05-06,2023-05-06 19:18:12.989,card,ANON-0000-0000-0151,39.71,Velvet Cloud
2025-05-06,2025-05-06 19:19:49.548,card,ANON-0000-0000-0151,34.84,Velvet Cloud
2024-05-07,2024-05-07 10:44:55.582,card,ANON-0000-0000-0148,35.69,Special Brew 2
2024-05-07,2024-05-07 11:21:58.493,card,ANON-0000-0000-0141,25.48,Special Brew 8
2023-05-07,2023-05-07 13:23:34.943,card,ANON-0000-0000-0077,27.42,Special Brew 3
2025-05-07,2025-05-07 16:42:07.900,card,ANON-0000-0000-0148,37.67,Special Brew 10
2025-05-07,2025-05-07 16:55:38.805,card,ANON-0000-0000-0152,26.13,Midnight Roast
2025-05-07,2025-05-07 17:37:46.412,card,ANON-0000-0000-0153,36.05,Velvet Cloud
2023-05-07,2023-05-07 17:38:48.195,card,ANON-0000-0000-0153,34.77,Caramel Dream
2023-05-07,2023-05-07 18:35:37.235,cash,,35.52,Special Brew 6
2025-05-07,2025-05-07 19:12:12.524,card,ANON-0000-0000-0154,39.1,Velvet Cloud
2025-05-07,2025-05-07 19:13:12.195,card,ANON-0000-0000-0154,36.67,Velvet Cloud
2023-05-08,2023-05-08 10:07:28.863,card,ANON-0000-0000-0001,39.42,Caramel Dream
2023-05-09,2023-05-09 12:54:21.812,card,ANON-0000-0000-0155,38.24,Velvet Cloud
2025-05-09,2025-05-09 13:03:58.556,card,ANON-0000-0000-0156,25.88,Midnight Roast
2025-05-09,2025-05-09 13:04:57.647,card,ANON-0000-0000-0156,39.58,Caramel Dream
2023-05-09,2023-05-09 13:06:11.261,card,ANON-0000-0000-0156,36.08,Caramel Dream
2023-05-09,2023-05-09 13:07:16.409,card,ANON-0000-0000-0156,35.95,Caramel Dream
2023-05-09,2023-05-09 16:55:14.601,card,ANON-0000-0000-0118,28.32,Midnight Roast
2024-05-09,2024-05-09 16:56:14.989,card,ANON-0000-0000-0118,29.36,Midnight Roast
2024-05-09,2024-05-09 18:01:29.895,card,ANON-0000-0000-0157,29.27,Midnight Roast
2024-05-09,2024-05-09 18:13:56.226,card,ANON-0000-0000-0143,32.76,Special Brew 3
2024-05-10,2024-05-10 10:09:21.972,cash,,41.01,Caramel Dream
2023-05-10,2023-05-10 15:46:21.511,card,ANON-0000-0000-0158,40.27,Caramel Dream
2025-05-10,2025-05-10 15:47:32.508,card,ANON-0000-0000-0158,35.59,Caramel Dream
2023-05-10,2023-05-10 16:20:15.084,cash,,35.26,Special Brew 4
2025-05-11,2025-05-11 11:39:52.878,card,ANON-0000-0000-0069,36.34,Caramel Dream
2023-05-11,2023-05-11 17:02:43.648,cash,,40.63,Caramel Dream
2025-05-11,2025-05-11 17:20:30.398,card,ANON-0000-0000-0009,33.59,Special Brew 5
2025-05-11,2025-05-11 17:21:56.117,card,ANON-0000-0000-0026,38.59,Special Brew 9
2023-05-11,2023-05-11 17:23:57.301,card,ANON-0000-0000-0040,36.36,Velvet Cloud
2025-05-11,2025-05-11 17:28:54.132,card,ANON-0000-0000-0012,33.06,Special Brew 7
2023-05-11,2023-05-11 18:35:40.257,card,ANON-0000-0000-0115,37.2,Velvet Cloud
2025-05-11,2025-05-11 19:38:16.096,card,ANON-0000-0000-0159,38.39,Caramel Dream
2023-05-12,2023-05-12 10:20:42.512,card,ANON-0000-0000-0001,35.51,Caramel Dream
2023-05-12,2023-05-12 13:24:03.465,card,ANON-0000-0000-0160,37.91,Caramel Dream
2025-05-12,2025-05-12 13:27:39.043,card,ANON-0000-0000-0161,28.84,Midnight Roast
2024-05-12,2024-05-12 15:16:19.815,card,ANON-0000-0000-0077,38.42,Caramel Dream
2023-05-12,2023-05-12 15:38:02.422,card,ANON-0000-0000-0162,31.75,Special Brew 10
2023-05-12,2023-05-12 15:52:14.871,card,ANON-0000-0000-0163,32.57,Special Brew 10
2023-05-12,2023-05-12 16:04:21.133,card,ANON-0000-0000-0012,34.54,Special Brew 5
2025-05-12,2025-05-12 19:41:30.569,card,ANON-0000-0000-0009,34.42,Special Brew 5
2024-05-13,2024-05-13 11:03:53.348,card,ANON-0000-0000-0164,33.76,Special Brew 10
2025-05-13,2025-05-13 15:31:10.763,cash,,31.32,Midnight Roast
2024-05-13,2024-05-13 15:31:50.907,cash,,27.49,Midnight Roast
2023-05-14,2023-05-14 08:38:14.581,card,ANON-0000-0000-0012,26.42,Midnight Roast
2025-05-14,2025-05-14 08:39:25.455,card,ANON-0000-0000-0012,25.16,Midnight Roast
2024-05-14,2024-05-14 08:40:17.484,card,ANON-0000-0000-0012,30.72,Midnight Roast
2024-05-14,2024-05-14 10:19:23.174,card,ANON-0000-0000-0012,38.95,Velvet Cloud
2024-05-14,2024-05-14 11:32:29.372,card,ANON-0000-0000-0165,38.98,Caramel Dream
2024-05-14,2024-05-14 11:34:12.851,card,ANON-0000-0000-0165,36.42,Velvet Cloud
2024-05-14,2024-05-14 14:04:54.580,card,ANON-0000-0000-0025,38.85,Velvet Cloud
2023-05-14,2023-05-14 14:06:00.378,card,ANON-0000-0000-0009,30.18,Special Brew 5
2023-05-14,2023-05-14 15:01:54.785,card,ANON-0000-0000-0040,27.23,Midnight Roast
2025-05-14,2025-05-14 16:57:57.224,card,ANON-0000-0000-0166,31.5,Special Brew 6
2023-05-14,2023-05-14 16:59:10.194,card,ANON-0000-0000-0166,36.18,Velvet Cloud
2024-05-14,2024-05-14 22:51:25.227,card,ANON-0000-0000-0167,37.16,Choco Bliss
2025-05-15,2025-05-15 08:40:05.661,card,ANON-0000-0000-0168,38.35,Caramel Dream
2024-05-15,2024-05-15 11:14:19.353,card,ANON-0000-0000-0012,25.83,Urban Kick
2024-05-15,2024-05-15 11:19:10.049,card,ANON-0000-0000-0012,29.24,Midnight Roast
2025-05-15,2025-05-15 13:34:35.102,card,ANON-0000-0000-0003,27.18,Midnight Roast
2024-05-15,2024-05-15 13:35:29.171,card,ANON-0000-0000-0003,30.06,Midnight Roast
2025-05-15,2025-05-15 13:36:27.339,card,ANON-0000-0000-0003,26.21,Midnight Roast
2024-05-15,2024-05-15 13:55:28.999,card,ANON-0000-0000-0164,32.51,Special Brew 2
2024-05-15,2024-05-15 14:38:10.847,cash,,27.8,Midnight Roast
2024-05-15,2024-05-15 14:38:52.347,card,ANON-0000-0000-0169,27.66,Special Brew 3
2023-05-15,2023-05-15 14:39:44.367,card,ANON-0000-0000-0012,26.98,Special Brew 7
2023-05-15,2023-05-15 17:28:58.620,card,ANON-0000-0000-0170,24.75,Urban Kick
2024-05-15,2024-05-15 20:20:34.769,card,ANON-0000-0000-0171,38.76,Velvet Cloud
2025-05-16,2025-05-16 10:38:42.458,card,ANON-0000-0000-0097,32.96,Special Brew 5
2023-05-16,2023-05-16 10:39:49.431,card,ANON-0000-0000-0172,32.83,Special Brew 4
2024-05-16,2024-05-16 11:42:50.285,cash,,38.79,Caramel Dream
2023-05-16,2023-05-16 11:44:20.811,cash,,41.91,Velvet Cloud
2023-05-16,2023-05-16 12:14:00.097,card,ANON-0000-0000-0173,32.31,Special Brew 2
2023-05-16,2023-05-16 15:15:16.315,card,ANON-0000-0000-0174,35.59,Choco Bliss
2024-05-16,2024-05-16 17:44:31.548,card,ANON-0000-0000-0069,39.81,Caramel Dream
2023-05-16,2023-05-16 18:12:56.934,card,ANON-0000-0000-0175,37.47,Choco Bliss
2023-05-16,2023-05-16 18:13:58.191,card,ANON-0000-0000-0175,39.08,Caramel Dream
2024-05-17,2024-05-17 09:00:48.456,card,ANON-0000-0000-0033,28.41,Midnight Roast
2024-05-17,2024-05-17 11:30:27.553,card,ANON-0000-0000-0164,34.06,Special Brew 6
2024-05-17,2024-05-17 14:58:03.060,cash,,34.5,Special Brew 5
2023-05-17,2023-05-17 19:55:18.534,card,ANON-0000-0000-0012,31.09,Special Brew 4
2023-05-17,2023-05-17 19:56:46.751,card,ANON-0000-0000-0009,35.12,Velvet Cloud
2025-05-17,2025-05-17 20:37:52.930,card,ANON-0000-0000-0176,40.02,Velvet Cloud
2023-05-17,2023-05-17 22:34:50.797,card,ANON-0000-0000-0177,29.36,Midnight Roast
2023-05-17,2023-05-17 22:36:33.357,card,ANON-0000-0000-0178,35.06,Caramel Dream
2023-05-17,2023-05-17 22:37:42.821,card,ANON-0000-0000-0179,35.15,Caramel Dream
2023-05-18,2023-05-18 08:01:37.898,card,ANON-0000-0000-0180,40.67,Velvet Cloud
2024-05-18,2024-05-18 08:02:39.959,card,ANON-0000-0000-0180,39.06,Velvet Cloud
2023-05-18,2023-05-18 11:15:56.089,card,ANON-0000-0000-0181,31.08,Special Brew 4
2025-05-18,2025-05-18 16:48:29.374,card,ANON-0000-0000-0172,31.33,Special Brew 5
2023-05-18,2023-05-18 16:49:27.131,card,ANON-0000-0000-0097,30.13,Special Brew 5
2025-05-18,2025-05-18 19:58:44.210,card,ANON-0000-0000-0040,31.88,Special Brew 4
2023-05-18,2023-05-18 20:22:53.111,card,ANON-0000-0000-0009,36.51,Caramel Dream
2025-05-18,2025-05-18 22:05:27.473,cash,,36.37,Velvet Cloud
2023-05-19,2023-05-19 07:58:38.312,card,ANON-0000-0000-0182,25.31,Midnight Roast
2024-05-19,2024-05-19 07:59:33.549,card,ANON-0000-0000-0182,28.94,Midnight Roast
2025-05-19,2025-05-19 08:00:35.061,card,ANON-0000-0000-0183,39.77,Velvet Cloud
2025-05-19,2025-05-19 09:28:49.723,cash,,25.72,Urban Kick
2023-05-19,2023-05-19 12:14:26.676,card,ANON-0000-0000-0184,30.62,Special Brew 9
2023-05-19,2023-05-19 14:43:40.049,card,ANON-0000-0000-0012,30.06,Midnight Roast
2023-05-19,2023-05-19 15:58:58.192,card,ANON-0000-0000-0185,32.37,Special Brew 6
2024-05-19,2024-05-19 18:12:36.304,card,ANON-0000-0000-0186,33.13,Special Brew 2
2025-05-19,2025-05-19 18:13:47.762,card,ANON-0000-0000-0186,22.43,Urban Kick
2024-05-19,2024-05-19 18:16:30.022,card,ANON-0000-0000-0186,34.9,Choco Bliss
2025-05-19,2025-05-19 19:51:06.979,card,ANON-0000-0000-0187,36.24,Velvet Cloud
2025-05-19,2025-05-19 21:15:41.761,card,ANON-0000-0000-0188,37.04,Velvet Cloud
2024-05-19,2024-05-19 21:18:36.101,card,ANON-0000-0000-0189,36.67,Velvet Cloud
2025-05-20,2025-05-20 10:05:59.163,card,ANON-0000-0000-0190,31.94,Special Brew 4
2023-05-20,2023-05-20 10:17:51.867,card,ANON-0000-0000-0191,40.69,Caramel Dream
2023-05-20,2023-05-20 10:58:48.379,card,ANON-0000-0000-0001,35.35,Caramel Dream
2024-05-20,2024-05-20 11:15:16.363,card,ANON-0000-0000-0143,30.45,Midnight Roast
2023-05-20,2023-05-20 11:16:19.637,card,ANON-0000-0000-0143,29.66,Midnight Roast
2023-05-20,2023-05-20 13:27:13.420,card,ANON-0000-0000-0003,27.1,Midnight Roast
2025-05-20,2025-05-20 13:28:10.440,card,ANON-0000-0000-0003,29.66,Midnight Roast
2024-05-20,2024-05-20 14:13:19.017,card,ANON-0000-0000-0192,29.98,Special Brew 6
2023-05-20,2023-05-20 14:14:31.354,card,ANON-0000-0000-0192,36.56,Velvet Cloud
2023-05-20,2023-05-20 14:32:21.252,cash,,31.07,Midnight Roast
2024-05-20,2024-05-20 17:12:51.121,card,ANON-0000-0000-0120,35.34,Caramel Dream
2023-05-20,2023-05-20 17:13:56.897,card,ANON-0000-0000-0193,38.67,Caramel Dream
2024-05-20,2024-05-20 20:36:48.320,card,ANON-0000-0000-0194,34.89,Special Brew 3
2023-05-20,2023-05-20 20:37:57.316,card,ANON-0000-0000-0194,35.77,Special Brew 5
2025-05-20,2025-05-20 20:46:52.085,card,ANON-0000-0000-0195,25.59,Special Brew 4
2024-05-20,2024-05-20 21:36:53.986,card,ANON-0000-0000-0012,31.35,Special Brew 7
2025-05-20,2025-05-20 21:37:57.777,card,ANON-0000-0000-0012,29.93,Special Brew 8
2025-05-21,2025-05-21 08:27:38.230,card,ANON-0000-0000-0196,37.15,Caramel Dream
2024-05-21,2024-05-21 09:43:50.690,cash,,29.88,Midnight Roast
2024-05-21,2024-05-21 09:44:40.309,cash,,32.61,Special Brew 9
2024-05-21,2024-05-21 09:46:09.430,cash,,36.77,Special Brew 4
2023-05-21,2023-05-21 10:05:08.033,cash,,37.77,Caramel Dream
2023-05-21,2023-05-21 16:10:19.956,card,ANON-0000-0000-0197,36.91,Caramel Dream
2024-05-21,2024-05-21 18:13:23.998,card,ANON-0000-0000-0012,25.25,Urban Kick
2025-05-21,2025-05-21 19:11:09.212,card,ANON-0000-0000-0198,37.74,Velvet Cloud
2025-05-21,2025-05-21 20:13:48.358,card,ANON-0000-0000-0199,37.61,Velvet Cloud
2023-05-22,2023-05-22 09:34:41.818,card,ANON-0000-0000-0200,38.09,Velvet Cloud
2025-05-22,2025-05-22 10:49:47.044,card,ANON-0000-0000-0191,34.17,Special Brew 7
2025-05-22,2025-05-22 11:18:14.265,card,ANON-0000-0000-0141,27.4,Special Brew 2
2025-05-22,2025-05-22 11:34:54.968,card,ANON-0000-0000-0097,30.73,Special Brew 2
2025-05-22,2025-05-22 12:29:50.841,card,ANON-0000-0000-0012,27.56,Midnight Roast
2025-05-22,2025-05-22 12:30:43.347,card,ANON-0000-0000-0012,27.65,Midnight Roast
2024-05-22,2024-05-22 14:00:20.499,card,ANON-0000-0000-0009,34.58,Special Brew 4
2025-05-22,2025-05-22 19:24:58.098,card,ANON-0000-0000-0134,39.34,Velvet Cloud
2023-05-22,2023-05-22 19:25:58.574,card,ANON-0000-0000-0134,37.88,Velvet Cloud
2023-05-22,2023-05-22 21:23:53.000,card,ANON-0000-0000-0180,35.3,Choco Bliss
2024-05-22,2024-05-22 21:24:49.584,card,ANON-0000-0000-0180,37.81,Velvet Cloud
2024-05-23,2024-05-23 10:10:19.640,card,ANON-0000-0000-0201,37.76,Velvet Cloud
2025-05-23,2025-05-23 12:22:06.605,card,ANON-0000-0000-0202,20.11,Urban Kick
2025-05-23,2025-05-23 15:55:16.628,card,ANON-0000-0000-0180,38.85,Velvet Cloud
2023-05-23,2023-05-23 15:56:27.237,card,ANON-0000-0000-0203,40.63,Velvet Cloud
2025-05-23,2025-05-23 16:18:14.053,card,ANON-0000-0000-0180,39.57,Velvet Cloud
2024-05-23,2024-05-23 16:41:00.043,card,ANON-0000-0000-0077,34.88,Caramel Dream
2023-05-23,2023-05-23 17:14:33.237,card,ANON-0000-0000-0153,37.36,Velvet Cloud
2023-05-23,2023-05-23 17:15:44.861,card,ANON-0000-0000-0153,35.21,Caramel Dream
2025-05-23,2025-05-23 19:03:53.856,card,ANON-0000-0000-0204,25.41,Special Brew 2
2025-05-23,2025-05-23 19:17:28.431,card,ANON-0000-0000-0134,35.92,Velvet Cloud
2024-05-23,2024-05-23 19:18:26.418,card,ANON-0000-0000-0205,39.08,Velvet Cloud
2024-05-23,2024-05-23 19:42:31.546,card,ANON-0000-0000-0206,37.17,Velvet Cloud
2024-05-23,2024-05-23 20:15:01.429,card,ANON-0000-0000-0207,35.84,Velvet Cloud
2025-05-23,2025-05-23 20:16:24.205,card,ANON-0000-0000-0207,35.91,Caramel Dream
2025-05-23,2025-05-23 22:48:10.813,card,ANON-0000-0000-0208,34.03,Special Brew 1
2024-05-23,2024-05-23 22:55:36.926,cash,,39.82,Choco Bliss
